,gen,nevals,avg,std,min,max
0,0,30,[0.9250744],[0.06336161],[0.75010175],[1.0000414]
1,1,5,[0.64726794],[0.0690759],[0.61272997],[0.7854197]
2,2,5,[0.550515],[0.23643214],[0.35746908],[0.84051955]
3,3,5,[0.6734873],[0.04247217],[0.6522511],[0.75843155]
4,4,5,[0.67893696],[0.03132053],[0.6632767],[0.741578]
5,5,5,[0.74334174],[0.00707717],[0.73980314],[0.75749606]
6,6,5,[0.76689947],[0.02607553],[0.7538617],[0.81905055]
7,7,5,[0.8039672],[0.],[0.8039672],[0.8039672]
8,8,5,[0.8076909],[0.00744746],[0.8039672],[0.8225858]
9,9,5,[0.83093536],[0.03365465],[0.8034564],[0.8721537]
10,10,5,[0.7194731],[0.01142559],[0.7137603],[0.7423243]
11,11,5,[0.7970985],[0.0478117],[0.7731927],[0.89272195]
12,12,5,[0.7396101],[0.02566919],[0.7191631],[0.77919513]
13,13,5,[0.50891304],[0.],[0.50891304],[0.50891304]
14,14,5,[0.60757977],[0.],[0.60757977],[0.60757977]
15,15,5,[0.3867542],[0.18705045],[0.2799756],[0.7583776]
16,16,5,[0.26272038],[0.03637319],[0.24453376],[0.33546674]
17,17,5,[0.30394164],[0.02326884],[0.25910652],[0.32722703]
18,18,5,[0.31193128],[0.00161284],[0.31112486],[0.31515697]
19,19,5,[0.31112486],[0.],[0.31112486],[0.31112486]
20,20,5,[0.6073284],[0.],[0.6073284],[0.6073284]
21,21,5,[0.55718106],[0.20994082],[0.14781225],[0.71171814]
22,22,5,[0.40718523],[0.01153984],[0.39776298],[0.4213186]
23,23,5,[0.4821852],[0.15733136],[0.39776298],[0.7963185]
24,24,5,[0.4904378],[0.19935922],[0.39075816],[0.8891562]
25,25,5,[0.6968845],[0.04711108],[0.673329],[0.7911067]
