,gen,nevals,avg,std,min,max
0,0,50,[0.90537244],[0.06891127],[0.7486933],[0.99876636]
1,1,5,[0.7942029],[0.03315356],[0.7278958],[0.8107797]
2,2,5,[0.5246436],[0.15695585],[0.39648974],[0.71687454]
3,3,5,[0.35901254],[0.04589999],[0.30279678],[0.39648974]
4,4,5,[0.35901254],[0.04589999],[0.30279678],[0.39648974]
5,5,5,[0.39648974],[0.],[0.39648974],[0.39648974]
6,6,5,[0.39648974],[0.],[0.39648974],[0.39648974]
7,7,5,[0.39648974],[0.],[0.39648974],[0.39648974]
8,8,5,[0.39648974],[0.],[0.39648974],[0.39648974]
9,9,5,[0.39648974],[0.],[0.39648974],[0.39648974]
10,10,5,[0.39648974],[0.],[0.39648974],[0.39648974]
11,11,5,[0.39648974],[0.],[0.39648974],[0.39648974]
12,12,5,[0.39648974],[0.],[0.39648974],[0.39648974]
13,13,5,[0.39648974],[0.],[0.39648974],[0.39648974]
14,14,5,[0.39648974],[0.],[0.39648974],[0.39648974]
15,15,5,[0.39648974],[0.],[0.39648974],[0.39648974]
16,16,5,[0.39648974],[0.],[0.39648974],[0.39648974]
17,17,5,[0.39648974],[0.],[0.39648974],[0.39648974]
18,18,5,[0.39648974],[0.],[0.39648974],[0.39648974]
19,19,5,[0.39648974],[0.],[0.39648974],[0.39648974]
20,20,5,[0.39648974],[0.],[0.39648974],[0.39648974]
21,21,5,[0.39648974],[0.],[0.39648974],[0.39648974]
22,22,5,[0.39648974],[0.],[0.39648974],[0.39648974]
23,23,5,[0.39648974],[0.],[0.39648974],[0.39648974]
24,24,5,[0.39648974],[0.],[0.39648974],[0.39648974]
25,25,5,[0.39648974],[0.],[0.39648974],[0.39648974]
26,26,5,[0.39648974],[0.],[0.39648974],[0.39648974]
27,27,5,[0.39648974],[0.],[0.39648974],[0.39648974]
28,28,5,[0.39648974],[0.],[0.39648974],[0.39648974]
29,29,5,[0.39648974],[0.],[0.39648974],[0.39648974]
30,30,5,[0.39648974],[0.],[0.39648974],[0.39648974]
