,gen,nevals,avg,std,min,max
0,0,50,[0.9317145],[0.05602938],[0.78881544],[0.9947844]
1,1,5,[0.87518424],[0.01093419],[0.86625654],[0.88857585]
2,2,5,[0.7909168],[0.0289793],[0.77642715],[0.8488754]
3,3,5,[0.7172991],[0.01121428],[0.7081427],[0.73103374]
4,4,5,[0.69284374],[0.04783789],[0.6537843],[0.75143296]
5,5,5,[0.661486],[0.00628847],[0.6537843],[0.66662055]
6,6,5,[0.690859],[0.04847698],[0.66662055],[0.787813]
7,7,5,[0.7410964],[0.],[0.7410964],[0.7410964]
8,8,5,[0.71970564],[0.02619821],[0.6876195],[0.7410964]
9,9,5,[0.6765028],[0.08055183],[0.61073256],[0.7751583]
10,10,5,[0.65573215],[0.08999915],[0.61073256],[0.83573043]
11,11,5,[0.6710005],[0.06769887],[0.61572456],[0.7539143]
12,12,5,[0.5847897],[0.],[0.5847897],[0.5847897]
13,13,5,[0.69204247],[0.06492986],[0.65957755],[0.8219022]
14,14,5,[0.6257658],[0.09795547],[0.57678807],[0.82167673]
15,15,5,[0.3971085],[0.17835686],[0.30793008],[0.7538222]
16,16,5,[0.37710112],[0.20974308],[0.2722296],[0.7965873]
17,17,5,[0.6366157],[0.08323135],[0.595],[0.8030784]
18,18,5,[0.643711],[0.04001601],[0.623703],[0.723743]
19,19,5,[0.6277332],[0.00493594],[0.623703],[0.63377845]
20,20,5,[0.4968474],[0.21572073],[0.3227591],[0.8098288]
21,21,5,[0.346962],[0.],[0.346962],[0.346962]
22,22,5,[0.35713133],[0.00830321],[0.346962],[0.36391085]
23,23,5,[0.6226652],[0.21200216],[0.36391085],[0.827263]
24,24,5,[0.456796],[0.18577027],[0.36391085],[0.82833654]
25,25,5,[0.51822394],[0.19807406],[0.36391085],[0.843429]
26,26,5,[0.8004196],[0.03037213],[0.7645465],[0.83900315]
27,27,5,[0.8612816],[0.03218701],[0.845188],[0.92565554]
28,28,5,[0.80981064],[0.00775005],[0.8034828],[0.8193025]
29,29,5,[0.7814621],[0.01078784],[0.7726539],[0.79467446]
30,30,5,[0.74398696],[0.06981366],[0.6584831],[0.8009896]
