,gen,nevals,avg,std,min,max
0,0,50,[0.93458223],[0.05107073],[0.7956421],[1.0017762]
1,1,5,[0.74134064],[0.05830735],[0.693801],[0.8175786]
2,2,5,[0.68214875],[0.],[0.68214875],[0.68214875]
3,3,5,[0.73928356],[0.06997558],[0.68214875],[0.8249858]
4,4,5,[0.7155059],[0.06528629],[0.66219985],[0.79546493]
5,5,5,[0.6249316],[0.],[0.6249316],[0.6249316]
6,6,5,[0.6607443],[0.07162543],[0.6249316],[0.80399513]
7,7,5,[0.6249316],[0.],[0.6249316],[0.6249316]
8,8,5,[0.57797205],[0.0234798],[0.5662321],[0.6249316]
9,9,5,[0.6081606],[0.08385698],[0.5662321],[0.77587456]
10,10,5,[0.6013705],[0.07027678],[0.5662321],[0.74192405]
11,11,5,[0.60249364],[0.],[0.60249364],[0.60249364]
12,12,5,[0.6559364],[0.08231404],[0.60249364],[0.8150215]
13,13,5,[0.5497119],[0.17166094],[0.34117615],[0.7285707]
14,14,5,[0.47578603],[0.22427054],[0.29266992],[0.7504602]
15,15,5,[0.41406578],[0.2501468],[0.2889924],[0.9143594]
16,16,5,[0.3535942],[0.10697545],[0.2889924],[0.56657857]
17,17,5,[0.45545396],[0.18374419],[0.3123554],[0.75736755]
18,18,5,[0.4804553],[0.11511658],[0.33959845],[0.58343685]
19,19,5,[0.6659585],[0.10159101],[0.5830098],[0.79038155]
20,20,5,[0.80273163],[0.03378483],[0.73773307],[0.8362011]
21,21,5,[0.75498146],[0.],[0.75498146],[0.75498146]
22,22,5,[0.6440238],[0.10552154],[0.5583444],[0.79010427]
23,23,5,[0.55771893],[0.00031273],[0.5575626],[0.5583444]
24,24,5,[0.6058307],[0.09497259],[0.5583444],[0.7957759]
25,25,5,[0.37186947],[0.09263407],[0.3232874],[0.5570006]
26,26,5,[0.6319011],[0.01395104],[0.62492555],[0.65980315]
27,27,5,[0.4276022],[0.04261342],[0.39421034],[0.49662265]
28,28,5,[0.5605019],[0.20417573],[0.3937931],[0.81056505]
29,29,5,[0.364374],[0.],[0.364374],[0.364374]
30,30,5,[0.7331939],[0.01044946],[0.72796917],[0.7540928]
