,gen,nevals,avg,std,min,max
0,0,30,[0.9153443],[0.05695744],[0.7945454],[0.9852474]
1,1,5,[0.7513754],[0.0127088],[0.73581034],[0.76175207]
2,2,5,[0.8053074],[0.05454103],[0.76077485],[0.87210625]
3,3,5,[0.781722],[0.05789853],[0.71081114],[0.828996]
4,4,5,[0.8064178],[0.01983221],[0.79650176],[0.84608227]
5,5,5,[0.6795794],[0.05846119],[0.6503488],[0.79650176]
6,6,5,[0.6503488],[0.],[0.6503488],[0.6503488]
7,7,5,[0.73267215],[0.10511713],[0.6503488],[0.90316534]
8,8,5,[0.7904495],[0.03153113],[0.7518319],[0.81619453]
9,9,5,[0.7815877],[0.03790033],[0.7506422],[0.8280059]
10,10,5,[0.78555715],[0.0460844],[0.7506422],[0.8650952]
11,11,5,[0.7415564],[0.],[0.7415564],[0.7415564]
12,12,5,[0.7814008],[0.],[0.7814008],[0.7814008]
13,13,5,[0.706748],[0.0786527],[0.6433961],[0.82215077]
14,14,5,[0.72439754],[0.01977259],[0.7137466],[0.7638682]
15,15,5,[0.82309103],[0.05821285],[0.78513914],[0.93543136]
16,16,5,[0.8141254],[0.02635145],[0.7818516],[0.83564126]
17,17,5,[0.78684914],[0.0211175],[0.7762903],[0.82908404]
18,18,5,[0.7829046],[0.],[0.7829046],[0.7829046]
19,19,5,[0.7023924],[0.04025614],[0.68226427],[0.7829046]
20,20,5,[0.6821024],[0.00013213],[0.68199456],[0.68226427]
21,21,5,[0.7041113],[0.04423354],[0.68199456],[0.7925784]
22,22,5,[0.73289335],[0.06623959],[0.6788089],[0.8140199]
23,23,5,[0.7541368],[0.06363913],[0.63042134],[0.8140199]
24,24,5,[0.78111327],[0.05029003],[0.7196141],[0.8271626]
25,25,5,[0.78300226],[0.],[0.78300226],[0.78300226]
